Age,MonthlyIncome,DistanceFromHome,YearsAtCompany,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,NumCompaniesWorked,PercentSalaryHike,Attrition
39,100295,27,3,4,3,4,4,10,No
26,67299,27,0,3,2,3,1,22,Yes
35,95393,28,3,2,1,2,3,13,Yes
47,98362,7,0,1,3,4,2,15,No
47,76070,23,6,4,4,2,1,24,No
53,129889,16,5,3,2,2,1,21,Yes
38,84098,24,0,4,2,4,2,25,No
22,51339,6,0,1,3,1,2,14,Yes
34,89134,29,4,4,2,3,2,22,Yes
26,47882,4,6,2,4,4,2,13,No
43,92139,15,9,3,2,1,0,17,Yes
43,97882,20,6,4,3,2,1,19,No
31,87502,25,5,1,4,4,3,20,No
22,56523,10,0,4,2,3,3,11,Yes
46,84712,9,3,3,4,4,2,24,No
41,92288,10,6,1,1,3,4,12,Yes
44,102796,25,8,2,1,4,0,24,No
22,52722,29,1,3,1,4,1,10,No
29,65004,1,1,2,1,1,1,25,Yes
31,64256,20,5,2,2,1,3,17,No
31,88286,7,3,2,4,3,2,25,Yes
28,76101,22,3,1,1,1,1,13,Yes
56,109083,11,5,2,3,2,1,10,No
37,104275,10,1,1,2,2,3,25,No
51,124593,6,0,3,4,4,2,10,No
47,104889,5,4,2,3,4,2,16,No
23,54782,9,1,2,2,2,3,19,Yes
31,52294,2,4,1,1,1,1,10,No
48,92152,20,5,2,3,3,0,12,No
55,130879,26,12,4,1,2,1,17,Yes
43,102675,22,3,3,1,3,1,23,No
35,86850,29,0,2,2,4,5,15,Yes
45,100720,3,5,3,4,4,1,12,No
46,100777,13,6,4,2,3,0,25,No
54,107161,2,6,2,1,1,4,12,No
54,117169,10,11,1,4,2,4,14,No
22,83068,1,0,1,4,4,2,21,Yes
23,67828,10,0,2,1,3,2,24,No
43,98833,24,1,4,2,3,1,11,Yes
49,102394,19,4,3,1,3,1,22,No
59,126610,16,10,1,4,2,1,12,No
57,115440,12,6,1,4,2,3,25,Yes
41,102445,22,9,3,2,2,1,10,No
33,65207,7,2,2,3,4,1,11,Yes
23,72744,6,0,4,3,3,1,18,No
42,83761,13,0,3,2,3,1,16,No
28,69769,14,4,1,1,2,3,21,No
31,72513,23,0,2,4,4,2,10,No
45,92858,5,6,4,4,3,2,13,No
25,84322,1,2,1,3,4,1,18,No
26,75045,4,2,4,4,4,2,15,No
25,79319,20,0,2,4,2,2,22,No
49,103307,7,7,4,2,1,4,11,No
35,83689,17,2,4,2,3,5,10,Yes
55,135151,3,10,1,2,4,2,24,No
42,99922,12,5,3,4,1,1,10,No
56,116999,30,16,1,4,3,1,11,No
33,95514,12,8,2,4,2,1,17,No
41,86522,30,6,4,1,4,0,16,No
45,116202,1,4,4,2,3,2,18,Yes
48,106206,22,7,2,1,2,2,22,Yes
44,104888,30,6,4,3,1,4,25,No
54,105057,15,13,1,3,2,2,11,No
54,113871,29,12,1,2,2,1,13,No
52,117389,20,2,2,3,3,1,13,Yes
21,67122,20,1,3,1,4,3,19,No
24,69718,1,0,2,1,3,0,22,Yes
39,81897,13,3,1,1,3,1,24,No
45,108714,30,5,4,3,4,3,17,No
56,140130,24,10,2,3,3,0,12,Yes
38,85467,12,7,4,4,4,3,20,No
22,62230,14,1,4,1,4,0,22,No
52,123095,26,6,4,4,1,0,24,Yes
55,110911,24,5,3,1,3,3,20,Yes
32,75978,21,1,3,3,2,3,11,No
42,103232,27,2,2,3,4,2,19,No
57,118711,6,5,4,3,2,0,24,No
31,73836,19,3,1,1,4,2,18,Yes
57,116200,13,10,4,1,1,3,14,Yes
30,73723,19,1,3,4,2,3,20,Yes
42,86864,8,7,2,1,3,0,24,No
29,57795,27,3,1,4,2,1,20,Yes
44,90600,25,5,4,2,1,1,20,No
26,72193,30,0,1,2,2,0,14,Yes
51,103761,27,9,4,1,4,1,22,No
27,89771,24,4,4,1,3,0,15,No
40,84838,24,5,4,2,1,0,13,Yes
28,59620,16,0,4,3,4,4,25,No
41,78284,26,6,1,2,1,5,24,No
58,107759,26,11,4,3,4,1,16,No
44,110448,25,6,3,2,1,1,17,No
35,105592,25,7,1,1,4,2,13,No
56,120976,3,8,1,4,4,4,16,Yes
43,78667,15,5,3,4,1,1,13,No
54,101917,28,5,2,4,4,0,21,Yes
59,125547,4,12,1,4,2,4,16,No
47,98908,22,6,3,4,4,3,23,No
42,100311,18,2,3,3,3,2,25,No
25,60958,28,0,3,4,1,0,14,Yes
50,108481,9,6,2,3,3,1,15,Yes
29,82651,21,0,4,4,4,0,20,No
36,87991,23,4,3,4,1,0,23,No
45,97219,10,6,4,3,2,6,20,No
59,113723,28,7,4,1,1,4,21,No
41,90673,11,5,2,3,3,2,14,Yes
38,93706,20,3,1,4,1,2,15,No
48,110216,2,8,4,4,3,1,23,No
54,78791,4,8,3,4,2,7,19,No
46,101305,11,1,3,2,4,1,11,No
37,92845,16,2,4,3,2,2,20,Yes
38,112078,20,10,2,2,4,0,20,No
52,93031,26,9,1,2,4,2,16,Yes
44,121874,7,16,1,1,3,0,24,No
57,112077,25,10,4,3,1,1,12,No
28,52872,2,8,2,1,3,2,23,Yes
57,133151,26,7,1,2,3,1,10,Yes
36,74886,20,3,2,4,4,0,13,No
24,54674,27,3,2,3,1,2,25,No
43,100465,2,5,3,4,4,1,10,No
58,93664,27,8,1,2,1,1,22,Yes
46,85801,21,3,2,3,4,0,18,No
57,118103,30,6,3,2,1,2,13,Yes
35,45188,9,2,3,1,2,2,17,No
58,110814,26,6,1,3,2,1,18,Yes
22,66095,26,2,2,1,1,2,17,Yes
23,63670,18,0,3,3,2,2,10,No
23,72522,21,2,1,3,1,2,16,No
46,97278,13,8,3,2,2,1,17,Yes
25,71635,29,1,4,3,3,2,16,Yes
30,87623,18,3,1,4,4,2,25,No
38,62022,25,10,3,4,1,1,24,No
33,81225,9,0,3,3,1,5,12,Yes
35,83840,1,4,2,1,3,1,16,No
26,58004,17,0,2,1,3,6,11,Yes
41,99604,22,1,1,1,3,1,16,No
58,104865,7,5,3,1,2,1,10,No
36,90363,27,2,3,4,3,3,23,No
42,116344,6,11,4,4,4,2,21,No
53,137206,14,4,3,4,2,3,18,Yes
42,106405,8,7,2,2,3,1,15,No
48,102028,28,7,4,1,3,1,15,No
26,56041,12,0,2,1,2,0,10,No
38,85568,16,0,2,1,4,1,24,No
47,106073,3,11,3,3,4,2,19,No
24,62778,14,0,1,1,3,1,10,No
53,130254,11,3,4,2,4,2,15,No
37,80159,14,0,3,4,1,3,21,No
45,87641,5,7,4,1,3,3,15,No
34,83559,10,5,4,4,2,1,25,No
33,73741,3,5,4,3,4,0,17,No
57,105567,29,5,4,1,4,2,16,No
51,109870,1,6,1,4,1,1,16,Yes
57,120577,27,10,2,3,1,1,23,No
50,92663,3,7,3,2,4,2,10,No
53,116383,29,13,4,4,1,1,24,No
27,64471,6,0,1,4,4,1,20,No
43,95857,5,4,1,1,3,3,10,No
47,93880,17,3,3,2,2,1,14,No
37,103026,27,2,4,1,4,4,15,No
24,66011,6,1,2,1,2,3,23,Yes
47,115485,20,12,3,3,2,0,11,No
44,101633,30,5,2,4,1,4,13,Yes
23,69045,1,0,4,4,4,3,15,No
56,116116,9,6,2,3,2,0,12,No
24,57323,25,3,4,1,1,1,25,Yes
26,47012,16,2,3,4,1,3,16,Yes
41,81103,22,14,1,1,2,2,15,Yes
50,139782,11,4,2,3,2,2,24,No
44,104966,30,0,4,3,2,2,19,Yes
58,127845,11,11,4,4,1,2,13,Yes
57,119348,13,9,1,3,1,2,22,No
56,123124,1,10,1,4,4,0,22,No
52,111944,27,6,3,2,2,0,13,No
43,75339,28,6,4,4,2,1,23,No
24,50544,19,0,4,3,4,2,17,No
29,89539,24,3,1,3,1,5,16,Yes
26,64680,1,0,3,3,4,3,13,Yes
44,88958,12,3,1,3,4,1,10,No
34,88688,12,5,2,2,4,4,22,Yes
41,105515,20,1,2,1,1,2,10,No
41,88341,17,6,3,3,1,4,23,No
24,66520,25,0,3,1,3,3,14,No
29,68527,11,2,4,3,3,3,22,No
28,71744,12,3,2,4,3,4,16,No
36,92470,10,0,4,4,2,3,21,No
42,72391,29,3,2,3,2,3,25,Yes
38,81681,25,3,2,2,2,0,23,Yes
45,87079,29,2,3,4,1,1,17,No
56,112024,10,8,4,4,2,2,17,No
33,57305,2,4,2,1,2,1,14,Yes
42,94733,13,0,4,1,1,3,16,No
29,80173,25,4,1,2,1,1,25,Yes
52,110050,9,6,2,3,4,3,17,No
25,29502,2,1,2,1,2,1,14,Yes
51,86780,15,2,4,2,4,2,17,No
46,94058,3,0,2,3,4,2,11,No
21,77157,4,0,2,3,2,3,17,Yes
47,112586,1,5,4,4,3,0,17,No
24,62478,4,0,3,2,3,1,12,Yes
40,72828,21,0,1,3,4,1,23,Yes
54,71343,6,14,1,3,4,3,19,No
32,90777,21,4,3,1,3,1,16,No
33,89645,23,2,4,2,2,1,11,Yes
24,43223,11,0,4,1,1,3,14,Yes
48,92339,24,5,3,2,3,2,23,Yes
54,100565,8,15,2,2,1,2,20,No
38,74775,15,9,4,2,4,0,25,No
52,116115,21,6,2,1,3,3,19,No
59,108201,12,8,1,3,4,1,14,Yes
42,98085,13,1,3,4,3,3,16,No
21,75813,23,0,4,1,2,3,11,No
40,89946,23,5,3,3,3,1,12,No
33,71665,5,1,3,3,1,3,19,Yes
32,74067,5,4,2,2,2,2,22,No
32,85878,18,0,3,2,2,1,14,No
38,85669,20,5,1,4,1,1,15,No
35,88031,25,1,4,2,4,1,25,Yes
44,98048,21,2,2,1,2,0,17,Yes
53,104687,26,6,1,2,4,3,16,No
38,95044,17,0,4,2,4,2,11,No
27,85637,1,0,1,4,4,3,15,No
37,88986,26,6,4,2,2,2,22,No
35,86049,23,0,3,3,3,1,14,Yes
50,108964,22,0,3,2,1,3,15,Yes
28,77711,23,2,3,3,4,2,17,No
33,90975,10,2,4,1,3,1,23,No
28,79745,14,5,3,2,4,0,19,No
56,123483,17,6,2,4,2,0,20,No
36,59937,29,3,2,4,4,2,14,No
26,84958,15,1,4,3,1,0,11,Yes
50,111271,13,3,2,1,2,0,13,No
30,86964,22,1,4,2,2,1,19,Yes
51,104410,27,11,2,3,4,3,18,No
51,122751,29,7,4,2,2,1,10,Yes
52,112516,20,8,4,2,3,2,17,No
59,105273,14,9,2,3,1,1,22,No
51,88311,3,7,3,1,3,7,23,No
53,107053,29,3,1,1,4,4,10,No
33,86172,20,1,2,2,2,1,17,Yes
38,116164,12,8,1,1,2,2,23,No
29,81044,24,0,4,1,4,3,18,No
55,113992,6,13,1,1,1,4,18,No
53,119024,27,13,1,1,3,1,20,Yes
39,94916,30,3,3,4,1,3,25,No
43,106508,23,1,2,3,4,0,23,No
35,88484,7,5,1,2,3,0,18,No
32,76575,25,4,3,3,3,1,25,Yes
24,78516,17,0,3,4,1,1,11,Yes
39,61835,18,4,1,4,4,0,12,Yes
40,83354,17,2,3,1,4,2,18,No
30,69512,13,2,1,3,4,1,15,Yes
24,80748,29,4,2,2,4,1,18,No
43,92792,12,5,3,4,4,0,10,No
24,73898,19,0,3,3,1,3,16,No
23,58582,22,0,3,3,1,1,23,No
51,102386,16,7,2,2,4,2,17,No
43,104865,20,7,4,3,1,4,18,No
22,61446,9,0,2,3,2,0,17,No
58,91166,27,8,4,3,2,0,21,No
32,69743,7,0,2,4,3,2,19,No
28,73152,21,5,1,2,2,1,17,Yes
24,60313,12,4,2,3,4,2,14,No
52,119188,11,11,1,1,3,2,22,No
45,72232,14,5,4,2,1,2,24,No
33,75053,8,4,1,4,3,1,14,No
52,94710,9,3,2,1,2,0,14,No
47,109036,30,4,4,4,2,1,19,No
37,82592,16,4,3,3,3,3,22,No
34,74430,8,6,3,2,4,3,13,No
28,61793,11,2,1,1,1,2,12,No
23,53880,25,0,2,3,4,4,17,No
23,61441,16,0,4,2,3,1,17,Yes
47,120984,12,7,3,3,1,1,10,Yes
41,104250,15,3,2,2,1,1,13,No
52,97618,28,6,2,2,2,2,15,No
40,71545,22,3,4,4,2,2,18,No
25,49563,9,0,3,1,1,3,23,Yes
24,68438,25,0,2,2,2,0,14,No
26,60774,23,3,4,4,4,3,21,No
25,44622,18,0,2,4,1,1,14,No
47,85325,19,9,1,2,2,5,16,Yes
38,78004,22,0,1,2,1,2,19,Yes
59,139336,4,11,4,4,1,4,21,Yes
49,115672,26,18,4,4,2,3,10,Yes
47,86243,16,8,3,2,1,1,19,No
38,75644,27,5,1,1,3,2,16,No
34,88976,18,1,2,4,3,3,23,Yes
27,58710,23,0,2,2,1,2,18,No
37,81733,15,3,1,3,1,3,10,No
54,119664,25,12,4,2,4,1,16,Yes
22,19330,3,0,2,4,1,1,20,Yes
29,76587,19,1,3,1,2,3,22,No
59,133927,14,13,4,4,4,1,16,No
25,56172,2,0,4,1,3,1,19,Yes
29,70874,6,9,1,4,3,1,20,Yes
26,55427,29,2,4,2,1,5,13,No
42,84896,9,5,1,4,1,3,15,Yes
26,66600,2,0,4,2,4,2,19,No
32,67293,20,0,4,2,3,3,13,No
45,92597,5,5,2,4,3,2,10,No
54,93583,30,10,1,2,1,3,22,Yes
38,91717,2,5,2,3,2,3,15,No
24,64523,6,3,3,2,2,3,20,No
34,91144,14,4,4,3,3,3,17,No
29,57654,17,0,4,4,1,0,17,No
58,115738,24,8,1,1,2,2,15,Yes
35,76163,7,0,4,2,2,4,13,No
50,105224,3,10,4,3,4,2,21,Yes
24,42569,18,1,2,3,3,2,13,No
30,81696,6,3,4,4,4,3,16,No
39,88275,2,11,4,3,2,0,21,No
35,75776,28,1,2,4,2,2,14,Yes
41,92061,22,2,1,2,2,2,19,No
54,113408,9,0,3,2,3,3,15,No
55,139726,12,11,1,2,4,2,11,No
48,100587,8,10,4,2,4,2,13,No
39,73120,25,3,1,2,4,0,23,No
48,91643,3,6,2,1,4,3,20,Yes
34,78185,7,2,1,1,4,1,14,Yes
27,72931,30,7,3,3,2,2,22,Yes
42,100164,20,7,4,4,4,2,21,No
56,128883,19,5,4,3,2,1,21,No
23,61471,2,0,2,2,2,1,22,Yes
36,106100,24,4,1,2,1,1,11,No
31,55758,11,0,2,1,2,2,16,No
32,76407,9,5,3,1,2,2,24,No
24,54689,24,0,2,3,3,4,15,No
39,92827,16,0,1,3,1,5,15,Yes
35,82032,29,2,3,1,3,3,15,No
25,54932,24,0,2,4,1,1,17,Yes
30,93958,1,5,4,4,3,2,15,No
45,123329,6,2,1,4,3,2,13,No
25,77441,19,3,1,3,3,1,18,No
22,74107,8,0,4,4,1,5,24,No
48,104772,8,7,3,2,4,0,11,No
37,75548,24,1,4,2,4,2,13,Yes
32,61889,24,0,1,2,3,1,22,Yes
59,139331,29,8,1,2,1,4,12,Yes
23,57641,8,0,1,1,1,0,19,No
52,95567,15,6,4,4,4,2,22,No
26,73287,3,0,3,3,3,2,12,No
58,123717,21,4,1,4,2,2,21,No
47,102685,7,9,4,2,3,5,11,No
33,64906,1,5,3,3,2,2,11,No
38,103660,17,1,2,1,2,5,17,No
30,67512,21,0,1,1,1,4,14,Yes
53,98104,30,10,1,4,2,3,23,No
59,130858,30,5,4,1,3,4,12,No
37,66571,18,0,3,1,3,3,23,No
37,100925,15,4,1,4,3,0,22,No
58,107983,23,1,1,4,4,1,20,Yes
51,120321,16,10,2,4,2,2,18,No
33,76457,15,0,1,3,1,0,11,No
58,117957,29,10,1,3,2,5,15,Yes
45,93355,28,7,1,2,2,0,11,Yes
21,72672,3,1,3,4,2,1,24,Yes
29,74071,18,0,2,2,3,1,16,No
38,91557,19,1,4,3,4,2,18,Yes
56,99116,9,12,1,4,3,1,17,No
29,94127,8,0,2,3,1,3,20,Yes
26,65248,4,4,3,2,2,0,24,No
52,103141,24,9,3,3,2,0,22,Yes
24,66959,26,1,3,1,4,2,14,Yes
51,100834,25,9,3,2,4,1,25,No
21,22218,27,0,4,3,2,4,20,Yes
32,79833,8,2,1,1,4,1,12,No
32,96667,28,0,3,4,1,4,20,No
27,70077,23,2,3,2,2,2,16,No
46,104675,15,7,2,1,2,2,13,No
37,95482,9,5,1,3,2,0,21,No
25,70323,30,1,4,1,2,1,25,Yes
38,76364,16,4,4,3,1,2,18,No
33,64542,29,0,3,2,3,3,13,No
57,121901,24,4,4,1,3,1,15,No
55,116890,1,12,2,3,3,2,10,Yes
45,80079,19,6,2,1,1,0,21,No
40,101901,27,7,3,3,1,2,22,Yes
29,62730,30,1,3,2,2,1,15,No
55,88644,15,9,3,1,2,2,16,Yes
32,75602,17,9,4,4,2,3,25,Yes
51,99685,2,5,3,1,2,1,12,No
50,101978,28,6,2,3,1,1,11,Yes
27,62829,15,4,4,3,4,2,25,No
44,104556,19,2,3,2,3,2,23,Yes
28,58335,11,6,1,1,1,0,15,No
39,87955,3,8,3,1,1,1,23,Yes
55,128771,4,13,1,4,4,3,22,No
23,75002,10,0,4,4,2,0,21,Yes
46,86125,9,11,2,4,2,2,12,No
48,80570,21,8,2,4,3,3,10,Yes
41,109124,13,8,2,1,2,1,13,No
41,106185,6,4,2,4,4,3,25,No
27,58725,12,0,4,1,1,2,16,Yes
45,102685,19,3,2,4,3,1,13,No
47,87239,2,4,3,4,3,1,13,No
31,77429,23,6,1,4,1,0,25,No
29,76637,10,4,4,2,3,3,20,No
30,64952,8,6,2,1,2,0,25,Yes
22,67451,21,2,4,3,4,1,11,No
49,110457,20,5,1,3,1,4,19,No
57,117389,30,11,3,4,4,4,16,No
28,56598,21,3,4,4,4,0,23,No
57,100915,20,8,1,3,3,1,24,Yes
43,96062,22,7,3,2,1,3,20,Yes
33,78224,14,1,3,2,3,3,16,Yes
22,70377,21,0,4,3,4,2,24,Yes
54,120056,13,8,4,1,3,0,21,No
27,82407,17,1,1,1,2,2,15,Yes
56,137755,19,12,1,3,2,2,19,No
28,86652,11,6,3,2,4,0,20,No
24,52539,14,3,4,3,4,2,19,Yes
48,85219,8,3,3,1,4,2,12,No
36,89489,11,3,1,3,4,1,11,No
49,132250,4,4,4,2,4,2,11,No
55,120619,28,8,1,2,2,1,10,No
30,58249,2,1,2,1,3,0,16,No
56,110659,8,5,1,4,4,0,11,No
59,137681,16,15,3,1,4,0,16,No
39,79588,10,5,4,1,1,1,18,No
33,86475,26,1,1,4,4,2,13,No
52,83144,7,7,3,1,3,4,19,No
35,94665,21,12,1,3,4,4,10,No
25,73353,1,4,2,4,2,3,23,No
47,85526,15,7,3,3,2,1,10,No
26,59782,12,1,4,4,2,2,18,No
24,63978,3,0,3,1,2,1,12,Yes
39,95847,6,7,4,4,2,4,17,Yes
23,68561,23,3,2,2,3,3,21,No
52,104391,28,0,2,2,2,3,16,Yes
29,79216,23,1,3,1,2,2,24,No
59,111911,3,13,3,3,1,4,18,No
22,56399,22,2,1,4,1,5,25,Yes
24,59862,16,4,4,3,3,1,14,No
45,111843,10,5,2,1,1,0,18,Yes
34,83503,10,1,4,4,3,4,19,No
57,94096,27,10,1,3,4,2,16,Yes
52,116325,26,6,2,4,2,5,20,Yes
41,89966,11,4,2,1,1,3,13,No
24,56731,2,1,1,2,3,2,12,No
56,112888,28,10,1,4,1,2,25,No
55,92712,9,8,3,1,2,0,15,Yes
31,56058,17,3,4,4,3,3,23,No
42,86479,5,1,1,2,3,3,18,Yes
23,64516,13,1,1,2,2,2,16,No
53,92586,29,8,1,2,1,2,11,No
47,114795,24,6,3,1,2,0,10,Yes
57,110544,15,7,4,1,1,1,15,No
44,86268,28,5,2,4,3,5,17,Yes
52,119883,15,5,4,2,1,1,12,No
38,104137,29,0,4,2,1,4,15,No
37,97952,7,5,3,4,1,0,17,No
54,107833,17,6,4,2,2,2,12,No
55,96590,2,6,3,2,1,1,16,No
52,115259,4,7,4,1,4,2,10,No
34,55852,30,2,3,1,3,2,24,No
29,46630,30,6,1,4,4,1,23,No
45,63037,10,6,3,4,1,3,24,No
30,73903,18,0,1,4,3,3,10,No
47,108786,8,6,3,3,2,3,22,No
36,71153,4,5,3,3,3,2,10,No
27,60617,4,4,3,1,1,3,25,No
37,64134,9,1,1,1,4,5,22,No
27,51776,13,3,1,4,4,5,20,No
49,105347,27,9,4,1,2,0,11,No
29,72240,8,6,4,4,2,0,17,No
34,67216,27,3,3,4,4,2,10,No
25,53572,27,0,1,1,4,2,10,No
27,61793,11,4,2,1,4,6,19,Yes
48,98950,19,10,1,4,2,0,22,No
21,31001,2,0,3,2,3,2,20,No
37,96477,14,0,2,4,3,0,13,No
54,124265,14,10,3,3,1,2,19,No
49,88716,23,7,1,2,1,3,19,No
50,96285,9,1,1,4,4,1,13,Yes
59,120898,18,12,1,3,4,0,21,Yes
47,80014,10,6,2,4,2,1,17,No
43,91489,25,0,3,2,4,2,24,No
52,107735,10,7,1,2,2,0,20,No
21,54917,17,0,4,4,4,2,14,No
33,90116,5,6,1,3,1,4,22,No
55,103295,21,6,1,2,4,1,20,Yes
37,75236,16,3,3,1,3,1,22,No
54,137409,4,0,4,2,1,1,10,No
59,123357,8,8,3,1,3,0,13,No
51,109934,22,8,4,2,3,1,15,No
34,80584,25,4,1,3,1,4,13,No
46,75554,27,6,2,3,1,1,25,No
58,117758,1,6,4,1,4,1,20,No
54,124369,2,6,1,3,2,1,21,Yes
54,120922,25,11,2,3,1,2,25,No
25,50909,9,3,3,1,3,2,10,No
47,93120,25,7,3,1,1,3,23,No
55,110393,3,9,2,2,2,2,17,Yes
29,69913,22,6,4,4,2,3,11,Yes
40,90918,17,2,3,4,1,2,15,No
38,122130,27,3,3,2,2,5,20,Yes
45,78925,4,8,3,3,3,6,10,No
51,82369,18,7,4,2,1,4,24,No
53,104021,20,3,3,2,1,0,17,No
24,57635,3,1,4,3,4,1,22,No
23,87175,16,3,4,2,4,1,17,Yes
59,140672,20,11,3,2,4,1,23,No
47,101029,17,5,2,3,3,2,14,No
59,115988,30,15,2,2,4,4,23,No
47,79313,7,4,4,3,3,2,13,No
48,105271,16,6,3,3,2,0,17,No
37,82178,5,2,3,1,4,2,13,No
36,80050,16,3,2,3,3,0,10,No
37,92091,1,0,3,1,2,1,11,Yes
37,65197,11,0,1,2,2,5,19,No
48,87472,15,11,1,4,1,1,12,No
28,49818,6,2,3,1,4,1,24,No
54,106176,6,3,4,3,4,3,21,No
44,103964,8,5,4,4,1,1,16,No
35,66787,26,13,3,1,3,2,25,No
51,114681,17,6,1,2,1,2,24,Yes
37,100514,13,4,2,2,2,1,17,Yes
47,106178,11,4,2,3,2,2,13,Yes
51,110090,10,10,1,2,4,2,20,No
24,47882,13,3,4,3,3,3,22,Yes
35,73589,30,4,3,3,2,3,22,Yes
56,86267,20,3,4,4,2,0,16,No
58,127872,5,9,3,3,4,3,18,No
36,88498,19,0,2,1,3,1,12,Yes
45,123194,25,2,4,2,1,2,17,Yes
45,83339,8,12,3,4,1,2,22,No
57,107648,17,12,1,3,3,4,25,Yes
26,44709,14,1,2,4,3,2,24,No
45,117926,21,10,4,1,2,4,25,No
37,63244,12,10,2,2,4,3,19,Yes
30,68190,18,0,3,4,2,1,24,No
40,74228,11,10,3,4,2,2,15,No
28,73321,24,8,4,1,3,4,10,No
45,111471,29,5,3,4,3,4,25,No
47,110661,11,6,1,4,3,2,16,Yes
56,105429,6,11,1,2,2,3,16,No
31,73148,5,0,3,3,3,1,12,No
35,68905,2,3,2,4,2,3,22,No
25,68111,26,1,2,3,2,2,15,Yes
22,50498,4,2,1,2,3,2,16,No
48,105914,5,2,4,2,1,2,22,No
23,55048,16,2,2,4,1,2,10,No
21,60719,21,1,1,2,2,4,20,Yes
57,98193,6,6,2,1,4,1,21,No
42,93164,15,5,1,1,3,1,19,No
54,98346,10,12,1,1,4,1,18,No
43,99328,2,5,4,4,3,3,23,No
44,78834,26,3,2,2,4,3,17,No
55,107963,7,2,4,1,1,2,23,No
28,78742,28,0,1,3,1,2,17,Yes
32,51600,6,6,3,3,1,1,12,No
38,92895,3,4,1,2,4,2,23,No
37,72867,7,0,4,3,1,2,13,Yes
42,98362,13,8,2,1,3,3,20,No
22,81169,18,0,1,4,4,2,10,No
28,89458,2,5,4,1,4,0,24,No
42,97976,29,8,3,3,3,0,18,No
44,103647,28,7,4,4,3,0,18,No
50,112188,8,10,1,4,4,2,18,No
42,87687,22,1,1,3,2,5,25,Yes
37,73581,12,6,1,1,2,2,13,No
47,111466,13,12,4,2,3,1,16,No
51,94980,30,4,1,2,3,2,21,No
28,58808,2,1,2,2,2,3,10,No
36,81848,28,0,1,3,3,3,17,No
36,97438,27,1,2,4,3,1,13,No
52,109576,12,9,4,3,2,2,17,No
58,112798,16,11,4,2,3,2,13,No
23,51944,22,0,4,4,3,2,22,No
25,52172,29,1,1,2,2,2,11,Yes
36,105019,19,9,1,2,4,2,20,No
24,72020,28,3,1,2,1,0,10,No
51,91199,17,11,1,1,2,4,13,No
38,89498,1,7,3,3,3,2,14,No
30,80589,17,3,1,2,1,2,16,Yes
59,103498,15,8,2,2,3,0,20,No
54,102811,14,9,4,4,1,1,10,No
42,87649,20,2,4,1,1,2,17,No
54,114126,25,3,4,3,1,3,23,No
59,121706,14,13,1,1,1,1,15,Yes
58,130493,13,11,3,4,2,3,11,Yes
38,77003,12,9,1,2,1,0,24,Yes
22,53180,2,0,4,2,4,4,19,No
22,79840,2,2,2,3,3,2,23,Yes
33,91675,27,3,1,3,2,3,15,Yes
41,92779,22,6,4,3,3,1,13,No
56,145091,21,4,4,3,1,3,23,No
44,73633,25,3,1,1,1,3,20,Yes
47,94809,7,2,3,3,2,2,11,No
25,57301,14,0,3,1,2,8,19,No
34,68308,9,3,2,3,1,4,11,No
40,73929,28,2,1,3,1,2,19,Yes
47,114540,28,6,2,3,3,0,18,No
47,121854,21,7,1,1,3,2,19,No
52,100967,24,13,2,2,4,0,17,No
51,111905,17,7,1,3,4,0,22,No
55,111813,8,8,3,1,3,1,17,No
45,99972,27,2,2,1,4,3,11,No
55,100752,10,8,4,2,4,2,16,Yes
38,83154,25,0,1,4,4,0,14,Yes
42,93931,24,3,3,1,1,2,17,No
55,111688,24,4,1,1,3,1,25,Yes
50,83041,2,3,2,3,4,4,20,No
39,71935,10,3,3,2,1,1,15,Yes
37,89246,15,5,4,1,1,1,11,Yes
21,54302,21,0,1,2,4,0,18,Yes
32,66723,9,3,1,1,1,3,15,Yes
34,85375,22,2,4,2,4,1,24,No
29,62175,19,5,1,2,3,4,18,No
53,111466,27,10,1,1,1,4,15,No
40,88187,7,3,1,2,3,2,23,No
43,105173,26,7,2,3,3,1,10,Yes
23,61244,20,0,1,3,3,0,25,Yes
55,132672,13,3,2,3,2,2,24,No
35,68172,12,5,2,3,1,1,21,No
51,130326,2,4,4,2,1,1,23,No
37,69417,4,0,1,2,4,1,24,Yes
33,79716,23,3,4,1,2,0,16,Yes
48,88041,13,8,4,4,1,1,16,Yes
31,74185,16,7,2,3,4,3,17,No
45,90797,26,2,2,2,3,2,19,No
36,84017,27,1,3,2,3,1,15,No
32,80779,12,3,1,1,4,1,20,No
50,92499,25,3,1,4,4,1,24,No
46,108153,28,5,3,4,2,3,23,No
45,96020,24,0,3,4,2,1,21,No
26,64287,2,0,1,1,3,2,14,Yes
55,106509,10,11,2,1,1,1,22,No
24,58896,4,2,2,3,3,2,14,No
54,115879,29,5,3,2,3,1,14,Yes
34,83422,14,2,4,3,4,2,23,No
46,98587,23,5,2,4,1,1,13,No
30,86639,2,5,4,3,2,1,17,No
39,89336,21,6,3,1,1,6,20,No
31,79259,15,2,1,2,1,2,19,Yes
24,67144,17,1,1,2,2,3,19,Yes
48,104488,8,7,4,3,2,0,16,No
23,58760,18,2,1,4,2,4,16,Yes
31,65130,30,5,4,2,4,3,11,No
57,123455,10,15,1,2,1,2,20,No
23,76438,3,0,2,4,4,2,23,No
30,70572,22,0,3,4,1,1,10,No
41,94978,21,5,2,2,2,1,24,No
